has_aftermarket_mods,car_age,is_new,log_mileage,battery_kwh,range_km,power_hp,model_mode_enc,model_year_enc,brand_Mercedes-Benz,brand_Other,brand_Porsche,brand_VinFast,brand_Wuling,base_model_EC Van,base_model_Herio Green,base_model_Limo,base_model_Limo Green,base_model_Minio Green,base_model_Other,base_model_Taycan,base_model_VF MPV 7,base_model_VF e34,base_model_VF3,base_model_VF5,base_model_VF6,base_model_VF7,base_model_VF8,base_model_VF9,body_type_Coupe,body_type_Hatchback,body_type_MPV,body_type_Other,body_type_SUV,body_type_Sedan,drivetrain_AWD,drivetrain_FWD,drivetrain_RWD,origin_Domestic,origin_Imported,origin_Unknown
0,1.0,1,0.0,59.6,381.0,201.0,652120538.6297181,631584037.2637395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,4.0,0,9.546884034617925,42.0,318.6,147.0,515459496.19366133,462967741.0554831,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0.0,1,0.0,59.6,381.0,201.0,701092333.0446725,720691893.1485904,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,1.0,1,0.0,18.6,210.0,43.0,638334302.6104327,265367926.46509305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,3.0,0,10.819798284210286,82.0,420.0,349.0,815974024.0327079,724475217.2154908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1.0,1,0.0,59.6,381.0,201.0,652768138.6297181,632150121.1798234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,2.0,0,9.105090961257085,92.0,480.0,402.0,722607029.88316,1148961288.8119125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1.0,1,0.0,37.2,326.0,136.0,669306444.0595633,501918476.0255271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1.0,0,9.741027444837728,59.6,381.0,201.0,626083866.435738,691406175.1955137,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1.0,0,9.680406499268875,59.6,381.0,201.0,652680538.6297181,632073547.75325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
